BUS_NODE_ID|BUS_NODE_NM|ARO_BUSSTOP_ID|ARO_NM|BUSSTOP_ID|BUSSTOP_NM|ETL_TYPE|ETL_DATE,,,
8002388|유등마을아파트|21600|유등마을아파트|3021255800|유등마을아파트|0602|2019-12-30 02:43:01,,,
8002393|유성고등학교|41610|유성고등학교|3051256200|유성고등학교|0602|2019-12-30 02:43:01,,,
8005222|운곡마을|74350|운곡마을|3731177400|운곡마을|0602|2019-12-30 02:43:01,,,
8005224|유동1리|73230|유동1리|3731255300|유동1리|0602|2019-12-30 02:43:01,,,
8005226|유동리|73230|유동리|3731255300|유동리|0602|2019-12-30 02:43:01,,,
8005228|백석리|62340|백석리|3631263000|백석리|0602|2019-12-30 02:43:01,,,
8005230|군북면사무소|62290|군북면사무소|3631263200|군북면사무소|0602|2019-12-30 02:43:01,,,
8005232|입암리|73490|입암리|3731265000|입암리|0602|2019-12-30 02:43:01,,,
8005234|자모리|62230|자모리|3631265200|자모리|0602|2019-12-30 02:43:01,,,
8005236|박산리|75470|박산리|3631266300|박산리|0602|2019-12-30 02:43:01,,,
8005238|장재리|75270|장재리2|3631268800|장재리|0602|2019-12-30 02:43:01,,,
8005240|장재리(태련암입구)|75290|장재리1|3631269000|장재리(태련암입구)|0602|2019-12-30 02:43:01,,,
8005242|장재리(길재고개)|75310|길재고개|3631269200|장재리(길재고개)|0602|2019-12-30 02:43:01,,,
8005244|절집|73420|절집|3731133200|절집|0602|2019-12-30 02:43:01,,,
8005246|조동1리|72250|조동1리|3731275000|조동1리|0602|2019-12-30 02:43:01,,,
8005248|조령리입구|72160|조령리입구|3731401400|조령리입구|0602|2019-12-30 02:43:01,,,
8005250|중부대입구|74500|중부대입구|3391403100|중부대입구|0602|2019-12-30 02:43:01,,,
8005253|증약|62220|증약|3631281600|증약|0602|2019-12-30 02:43:03,,,
8007422|서남부터미널기점|77670|대덕가정리||대덕가정리|0602|2019-12-30 02:43:03,,,
8005255|지량1리|74010|지량1리|3731281800|지량1리|0602|2019-12-30 02:43:03,,,
8005257|지량리|74070|지량리|3731282000|지량리|0602|2019-12-30 02:43:03,,,
8005259|진들|73110|진들|3631283200|진들|0602|2019-12-30 02:43:03,,,
8005261|진산면사무소|74630|진산면사무소|3121283600|진산면사무소|0602|2019-12-30 02:43:03,,,
8005263|진산|74650|진산|3121283500|진산|0602|2019-12-30 02:43:03,,,
8005265|초정약수터|75390|초정약수터|3631286900|초정약수터|0602|2019-12-30 02:43:03,,,
8005267|하대실|73370|하대실|3731300500|하대실|0602|2019-12-30 02:43:03,,,
8005269|학봉리|71050|학봉리|3731301600|학봉리|0602|2019-12-30 02:43:03,,,
8005271|학봉리|71040|학봉리|3731301800|학봉리|0602|2019-12-30 02:43:03,,,
8005273|한마음아파트|74170|한마음아파트|3731282200|한마음아파트|0602|2019-12-30 02:43:03,,,
8005275|한삼천2리|72040|한삼천2리|3731309700|한삼천2리|0602|2019-12-30 02:43:03,,,
8005277|한삼천교|72010|한삼천교|3731309900|한삼천교|0602|2019-12-30 02:43:03,,,
8005279|한저골|62370|한저골|3631311100|한저골|0602|2019-12-30 02:43:03,,,
8005281|합판리|73200|합판리|3731311800|합판리|0602|2019-12-30 02:43:03,,,
8005283|항곡리종점|62270|항곡리종점|3121912200|항곡리종점|0602|2019-12-30 02:43:03,,,
8005285|호탄리|75230|호탄리|3631314200|호탄리|0602|2019-12-30 02:43:03,,,
8005287|황용리(황용1교)|75330|황룡1교|3631316600|황용리(황용1교)|0602|2019-12-30 02:43:03,,,
8005289|황용리삼성복지회관|75370|황용삼성복지회관|3631316800|황용리삼성복지회관|0602|2019-12-30 02:43:03,,,
8005291|황용리|75350|황룡리|3631317000|황용리|0602|2019-12-30 02:43:03,,,
8005502|신탄진기점지|51650|신탄진기점지|3061910800|신탄진기점지|0602|2019-12-30 02:43:03,,,
8005504|대전역동광장|11410|대전역동광장|3051145700|대전역동광장|0602|2019-12-30 02:43:03,,,
8005506|대덕밸리용신교|44440|대덕밸리용신교|3051904300|대덕밸리용신교|0602|2019-12-30 02:43:03,,,
8005508|수변공원|44670|수변공원|3051913200|수변공원|0602|2019-12-30 02:43:03,,,
8005510|장고개삼거리|51920|장고개삼거리|3061904600|장고개삼거리|0602|2019-12-30 02:43:03,,,
8005512|푸르지오하임1,2단지|44430|푸르지오하임1,2단지|3051912800|푸르지오하임1,2단지|0602|2019-12-30 02:43:03
8005517|갈마역|31920|갈마역|3021900500|갈마역|0602|2019-12-30 02:43:03,,,
8005519|갑천역|32700|갑천역|3021901400|갑천역|0602|2019-12-30 02:43:03,,,
8005521|계룡대사거리|73650|계룡대사거리|3211911400|계룡대사거리|0602|2019-12-30 02:43:03,,,
8005523|계룡대입구|73640|계룡대입구|3211911300|계룡대입구|0602|2019-12-30 02:43:03,,,
8005525|계룡대C.C|73750|계룡대C.C|3211911700|계룡대C.C|0602|2019-12-30 02:43:03,,,
8005527|남대전종합물류단지|13780|남대전종합물류단지|3001900201|남대전종합물류단지|0602|2019-12-30 02:43:03,,,
8005529|구완동|22780|구완동|3011907900|구완동|0602|2019-12-30 02:43:03,,,
8005531|국립과학수사연구원|43580|국립과학수사연구원|3051901700|국립과학수사연구원|0602|2019-12-30 02:43:03,,,
8007253|금강엑슬루타워정문|53380|금강엑슬루타워정문||금강엑슬루타워정문|0602|2019-12-30 02:43:03,,,
8005534|기성중학교|33750|기성중학교|3021912000|기성중학교|0602|2019-12-30 02:43:03,,,
8005537|신도안면사무소|73690|신도안면사무소|3211911200|신도안면사무소|0602|2019-12-30 02:43:03,,,
8005539|대동2통|45050|대동2통|3001905800|대동2통|0602|2019-12-30 02:43:03,,,
8005543|대덕밸리용신교|44470|대덕밸리용신교|3051909000|대덕밸리용신교|0602|2019-12-30 02:43:03,,,
8005545|동건운수|51960|동건운수|3061903200|동건운수|0602|2019-12-30 02:43:03,,,
8005551|미건테크노월드|44350|미건테크노월드|3051909100|미건테크노월드|0602|2019-12-30 02:43:03,,,
8005553|반석고등학교|42300|반석고등학교|3051902401|반석고등학교|0602|2019-12-30 02:43:03,,,
8005558|샤크존|31130|샤크존|3021900900|샤크존|0602|2019-12-30 02:43:03,,,
8005560|세정골|13030|세정골|3001911900|세정골|0602|2019-12-30 02:43:03,,,
8005562|센트럴파크1단지|22070|센트럴파크1단지|3011903800|센트럴파크1단지|0602|2019-12-30 02:43:03,,,
8007177|대전에너지사업단|46510|대전에너지사업단| |대전에너지사업단|0602|2019-12-30 02:43:03,,,
8005568|신흥동종점|10530|신흥동종점|3001607301|신흥동종점|0602|2019-12-30 02:43:03,,,
8005570|외삼중학교|43910|외삼중학교|3051902700|외삼중학교|0602|2019-12-30 02:43:03,,,
8005572|용남고|73740|용남고|3211910900|용남고|0602|2019-12-30 02:43:03,,,
8005574|유성시장|42060|유성시장|3051905200|유성시장|0602|2019-12-30 02:43:03,,,
8005576|유성여고|42520|유성여고|3051902200|유성여고|0602|2019-12-30 02:43:03,,,
8002310|용전네거리|11730|용전네거리|3001247900|용전네거리|0602|2019-12-30 02:43:01,,,
8002312|용전초등학교입구|11790|용전초등학교입구|3001248100|용전초등학교입구|0602|2019-12-30 02:43:01,,,
8002314|용전동주민센터|11800|용전동주민센터|3001248300|용전동주민센터|0602|2019-12-30 02:43:01,,,
8002316|대전지방국토관리청|11740|대전지방국토관리청|3001248500|대전지방국토관리청|0602|2019-12-30 02:43:01,,,
8002318|용정초등학교|52920|용정초등학교|3061248700|용정초등학교|0602|2019-12-30 02:43:01,,,
8002320|용정초등학교|52960|용정초등학교|3061248900|용정초등학교|0602|2019-12-30 02:43:01,,,
8002323|용촌2통|34400|용촌2통|3001249200|용촌2통|0602|2019-12-30 02:43:01,,,
8002325|용촌교|33910|용촌교|3001249400|용촌교|0602|2019-12-30 02:43:01,,,
8002327|용호동종점|52980|용호동종점|3061407300|용호동종점|0602|2019-12-30 02:43:01,,,
8002329|우남스타원아파트|22500|우남스타원아파트|3011801101|우남스타원아파트|0602|2019-12-30 02:43:01,,,
8002331|우명2구|34330|우명2구|3001249700|우명2구|0602|2019-12-30 02:43:01,,,
8002333|우명동|34300|우명동|3001249900|우명동|0602|2019-12-30 02:43:01,,,
8002335|우명동종점|34290|우명동종점|3001250100|우명동종점|0602|2019-12-30 02:43:01,,,
8002338|국화아파트|31290|국화아파트|3001250400|국화아파트|0602|2019-12-30 02:43:01,,,
8002340|우송대삼거리|11300|우송대삼거리|3011265600|우송대삼거리|0602|2019-12-30 02:43:01,,,
8002342|용수골|10930|용수골|3001806100|용수골|0602|2019-12-30 02:43:01,,,
8002344|우송정보대학|11240|우송정보대학|3011250800|우송정보대학|0602|2019-12-30 02:43:01,,,
8002346|우암사적공원|11700|우암사적공원|3001251100|우암사적공원|0602|2019-12-30 02:43:01,,,
8002348|우주통신연구소|42570|우주통신연구소|3051251500|우주통신연구소|0602|2019-12-30 02:43:01,,,
8002350|운전면허시험장|13670|운전면허시험장|3011139700|운전면허시험장|0602|2019-12-30 02:43:01,,,
8002352|원내동|40110|원내동|3051251900|원내동|0602|2019-12-30 02:43:01,,,
8002356|원동네거리|10080|원동네거리|3001252300|원동네거리|0602|2019-12-30 02:43:01,,,
8002358|중앙시장|10060|중앙시장|3001252500|중앙시장|0602|2019-12-30 02:43:01,,,
8002360|원마산|12870|원마산|3011252800|원마산|0602|2019-12-30 02:43:01,,,
8002362|원명학교|50550|원명학교|3051253000|원명학교|0602|2019-12-30 02:43:01,,,
8002364|원신흥동|41910|원신흥동|3051253200|원신흥동|0602|2019-12-30 02:43:01,,,
8002366|원정1통마을회관|34360|원정1통마을회관|3001253600|원정1통마을회관|0602|2019-12-30 02:43:01,,,
8007443|국방과학연구소|46590|국방과학연구소||국방과학연구소|0602|2019-12-30 02:43:01,,,
8001582|등골|33840|등골|3001163100|등골|0602|2019-12-30 02:43:01,,,
8001584|롯데마트서대전점|46520|롯데마트서대전점|3001163300|롯데마트서대전점|0602|2019-12-30 02:43:01,,,
8001586|롯데마트대덕점|44600|롯데마트대덕점|3051808600|롯데마트대덕점|0602|2019-12-30 02:43:01,,,
8001588|대전외국어고|31560|대전외국어고|3001163600|대전외국어고|0602|2019-12-30 02:43:01,,,
8001590|봉명동우체국|41210|봉명동우체국|3051163800|봉명동우체국|0602|2019-12-30 02:43:01,,,
8001592|마산/진등날|12840|마산/진등날|3011164000|마산/진등날|0602|2019-12-30 02:43:01,,,
8001594|마산B지구|12620|마산B지구|3011164200|마산B지구|0602|2019-12-30 02:43:01,,,
8001596|만년교|41370|만년교|3051409100|만년교|0602|2019-12-30 02:43:01,,,
8001598|만년중학교|34690|만년중학교|3001164900|만년중학교|0602|2019-12-30 02:43:01,,,
8001600|만인산공원|14080|만인산공원|3011165100|만인산공원|0602|2019-12-30 02:43:01,,,
8001602|만인산휴양림|14110|만인산휴양림|3011165300|만인산휴양림|0602|2019-12-30 02:43:01,,,
8001604|맑은아침아파트|31720|맑은아침아파트|3001165500|맑은아침아파트|0602|2019-12-30 02:43:01,,,
8001606|매노동|33770|매노동|3001165700|매노동|0602|2019-12-30 02:43:01,,,
8001608|금고동매립장|44900|금고동매립장|3051165900|금고동매립장|0602|2019-12-30 02:43:01,,,
8001610|면허시험장|13540|면허시험장|3011166100|면허시험장|0602|2019-12-30 02:43:01,,,
8001612|명석고등학교|11690|명석고등학교|3001166300|명석고등학교|0602|2019-12-30 02:43:01,,,
8001614|모래재|13230|모래재|3011166500|모래재|0602|2019-12-30 02:43:01,,,
8001616|모랭이|23070|모랭이|3021166700|모랭이|0602|2019-12-30 02:43:01,,,
8001618|용운도서관|11070|용운도서관|3011247700|용운도서관|0602|2019-12-30 02:43:01,,,
8001620|모세골|34570|모세골|3001166900|모세골|0602|2019-12-30 02:43:01,,,
8001622|목달동|22860|목달동|3021167100|목달동|0602|2019-12-30 02:43:01,,,
8001659|문창시장|20860|문창시장|3021170900|문창시장|0602|2019-12-30 02:43:01,,,
8001625|목동네거리|20420|목동네거리|3021167400|목동네거리|0602|2019-12-30 02:43:01,,,
8001627|목동동대전농협|20340|목동동대전농협|3021403800|목동동대전농협|0602|2019-12-30 02:43:01,,,
8001629|목련아파트|32530|목련아파트|3001167700|목련아파트|0602|2019-12-30 02:43:01,,,
8001631|목상동주민센터|51740|목상동주민센터|3061167900|목상동주민센터|0602|2019-12-30 02:43:01,,,
8001633|석봉네거리|52040|석봉네거리|3061168100|석봉네거리|0602|2019-12-30 02:43:01,,,
8001635|목양마을아파트|20330|목양마을아파트|3021403700|목양마을아파트|0602|2019-12-30 02:43:01,,,
8007184|예미지7단지|45650|예미지7단지| |예미지7단지|0602|2019-12-30 02:43:01,,,
9001059|갈마아파트3단지|31880|갈마아파트3단지|3001106100|갈마아파트3단지|0602|2019-12-30 02:43:01,,,
8001641|목원대학교|33230|목원대학교|3001168900|목원대학교|0602|2019-12-30 02:43:01,,,
8001643|목원대학교입구|34900|목원대학교입구|3001169100|목원대학교입구|0602|2019-12-30 02:43:01,,,
8001645|목운주택입구|30190|목운주택입구|3001168300|목운주택입구|0602|2019-12-30 02:43:01,,,
8001647|으능정이거리|20070|으능정이거리|3021169200|으능정이거리|0602|2019-12-30 02:43:01,,,
8001649|무궁화아파트|32140|무궁화아파트|3001169600|무궁화아파트|0602|2019-12-30 02:43:01,,,
8001651|무지개아파트|32900|무지개아파트|3001169800|무지개아파트|0602|2019-12-30 02:43:01,,,
8001653|문성초등학교입구|22380|문성초등학교입구|3001170100|문성초등학교입구|0602|2019-12-30 02:43:01,,,
8001655|문정초등학교|31280|문정초등학교|3001170400|문정초등학교|0602|2019-12-30 02:43:01,,,
8001657|문지삼거리|44040|문지삼거리|3051170600|문지삼거리|0602|2019-12-30 02:43:01,,,
8001660|문창시장|20850|문창시장|3021171000|문창시장|0602|2019-12-30 02:43:01,,,
8001662|문화2동|22010|문화2동|3001171200|문화2동|0602|2019-12-30 02:43:01,,,
8001664|문화동주공아파트|21880|문화동주공아파트|3001171400|문화동주공아파트|0602|2019-12-30 02:43:01,,,
8001666|문화육교|21900|문화육교|3001171600|문화육교|0602|2019-12-30 02:43:01,,,
8001668|문화초등학교|21870|문화초등학교|3021171800|문화초등학교|0602|2019-12-30 02:43:01,,,
8001670|미리내아파트|10670|미리내아파트|3011172000|미리내아파트|0602|2019-12-30 02:43:01,,,
8001672|숯골|52750|숯골|3061172300|숯골|0602|2019-12-30 02:43:01,,,
8001674|바깥아감|13100|바깥아감|3011172500|바깥아감|0602|2019-12-30 02:43:01,,,
8001676|반석2통|43880|반석2통|3051173100|반석2통|0602|2019-12-30 02:43:01,,,
8001678|반석동|43850|반석동|3051173400|반석동|0602|2019-12-30 02:43:01,,,
8001681|반석역|43970|반석역|3051116700|반석역|0602|2019-12-30 02:43:01,,,
8001683|반지리|34630|반지리|3001173600|반지리|0602|2019-12-30 02:43:01,,,
8001685|밤갈미|33810|밤갈미|3001174000|밤갈미|0602|2019-12-30 02:43:01,,,
8001687|방동1통|40940|방동1통|3061174200|방동1통|0602|2019-12-30 02:43:01,,,
8001689|방동1통|40930|방동1통|3061174600|방동1통|0602|2019-12-30 02:43:01,,,
8001691|방동4통|41080|방동4통|3061174900|방동4통|0602|2019-12-30 02:43:01,,,
8001693|방동5통|41110|방동5통|3061175100|방동5통|0602|2019-12-30 02:43:01,,,
8001695|방동길|40910|방동길|3061174300|방동길|0602|2019-12-30 02:43:01,,,
8001697|방동대교|41170|방동대교|3061175300|방동대교|0602|2019-12-30 02:43:01,,,
8001699|방동새운네|41120|방동새운네|3061175500|방동새운네|0602|2019-12-30 02:43:01,,,
8001701|방동저수지|41150|방동저수지|3061175700|방동저수지|0602|2019-12-30 02:43:01,,,
8001703|유성구보훈회관|41590|유성구보훈회관|3051175900|유성구보훈회관|0602|2019-12-30 02:43:01,,,
8001705|방현동|43470|방현동|3051176500|방현동|0602|2019-12-30 02:43:01,,,
8001707|배재대학교|30410|배재대학교|3001108900|배재대학교|0602|2019-12-30 02:43:01,,,
8001709|배재시장|30530|배재시장|3001176800|배재시장|0602|2019-12-30 02:43:01,,,
8001712|백운초등학교|31430|백운초등학교|3001177900|백운초등학교|0602|2019-12-30 02:43:01,,,
8001714|버드내아파트|21680|버드내아파트|3021178100|버드내아파트|0602|2019-12-30 02:43:01,,,
8001716|버드내아파트|21710|버드내아파트|3021178300|버드내아파트|0602|2019-12-30 02:43:01,,,
8001718|버드내2단지|21440|버드내2단지|3021178500|버드내2단지|0602|2019-12-30 02:43:01,,,
8001720|벌말|34520|벌말|3001179300|벌말|0602|2019-12-30 02:43:01,,,
8001722|법동주공3단지|51090|법동주공3단지|3061179600|법동주공3단지|0602|2019-12-30 02:43:01,,,
8001724|법원.검찰청|32440|법원.검찰청|3001180000|법원.검찰청|0602|2019-12-30 02:43:01,,,
8001726|법원.검찰청|32420|법원.검찰청|3001180200|법원.검찰청|0602|2019-12-30 02:43:01,,,
8001728|벤처타운장영실관|52020|벤처타운장영실관|3021180301|벤처타운장영실관|0602|2019-12-30 02:43:01,,,
9001265|냉천골종점|12860|냉천골종점|3011131600|냉천골종점|0602|2019-12-30 02:43:01,,,
9001553|동춘당|50960|동춘당|3061159100|동춘당|0602|2019-12-30 02:43:01,,,
9001891|삼호아파트|51560|삼호아파트|3061199600|삼호아파트|0602|2019-12-30 02:43:01,,,
9002022|세동종점|40640|세동종점|3061214500|세동종점|0602|2019-12-30 02:43:01,,,
9002089|시청환승지|32340|시청환승지|3001116900|시청환승지|0602|2019-12-30 02:43:01,,,
9002114|대전역동광장|11400|대전역동광장|3051224900|대전역동광장|0602|2019-12-30 02:43:01,,,
9002273|용계동종점|40380|용계동종점|3001922700|용계동종점|0602|2019-12-30 02:43:01,,,
9002683|창명빌라|22490|창명빌라|3021401900|창명빌라|0602|2019-12-30 02:43:01,,,
9002968|향촌아파트|32010|향촌아파트|3001312600|향촌아파트|0602|2019-12-30 02:43:01,,,
9003027|효평삼거리|12950|효평삼거리|3011319300|효평삼거리|0602|2019-12-30 02:43:01,,,
9005041|회남종점|61210|회남종점|3391317800|회남종점|0602|2019-12-30 02:43:01,,,
9005131|방아실|62380|방아실|3631176100|방아실|0602|2019-12-30 02:43:01,,,
9005503|신탄진기점지|51650|신탄진기점지|3061910800|신탄진기점지|0602|2019-12-30 02:43:01,,,
9005568|신흥동종점|10530|신흥동종점|3001607301|신흥동종점|0602|2019-12-30 02:43:01,,,
9005908|둔천초등학교|34670|둔천초등학교|3021916500|둔천초등학교|0602|2019-12-30 02:43:01,,,
9005952|버드내아파트|23210|버드내아파트||버드내아파트|0602|2019-12-30 02:43:01,,,
9007019|노은휴먼시아4단지|45930|노은휴먼시아4단지||노은휴먼시아4단지|0602|2019-12-30 02:43:01,,,
8007123|블루힐스아파트|77100|블루힐스아파트||블루힐스아파트|0602|2019-12-30 02:43:01,,,
8007119|도곡2리|77350|도곡2리||도곡2리|0602|2019-12-30 02:43:01,,,
8007149|도곡2교|77130|도곡2교||도곡2교|0602|2019-12-30 02:43:01,,,
8007147|향적산입구|77150|향적산입구||향적산입구|0602|2019-12-30 02:43:01,,,
8007145|소라실|77180|소라실||소라실|0602|2019-12-30 02:43:01,,,
8007143|광석리|77200|광석리||광석리|0602|2019-12-30 02:43:01,,,
8001581|들말/신대차고지|50820|들말/신대차고지|3061162900|들말/신대차고지|0602|2019-12-30 02:43:01,,,
8001583|럭키스포츠프라자|51310|럭키스포츠프라자|3061163200|럭키스포츠프라자|0602|2019-12-30 02:43:01,,,
8001585|롯데마트대덕점|44590|롯데마트대덕점|3051808500|롯데마트대덕점|0602|2019-12-30 02:43:01,,,
8001587|롯데백화점|31450|롯데백화점|3001163500|롯데백화점|0602|2019-12-30 02:43:01,,,
8001589|롯데아파트|31570|롯데아파트|3001163700|롯데아파트|0602|2019-12-30 02:43:01,,,
8001591|마산/진등날|12850|마산/진등날|3011163900|마산/진등날|0602|2019-12-30 02:43:01,,,
8001593|마산B지구|12630|마산B지구|3011164100|마산B지구|0602|2019-12-30 02:43:01,,,
8001595|만년고등학교|34660|만년고등학교|3001164600|만년고등학교|0602|2019-12-30 02:43:01,,,
8001597|만년동|34700|만년동|3001164800|만년동|0602|2019-12-30 02:43:01,,,
8001599|신일네거리|51890|신일네거리|3021165000|신일네거리|0602|2019-12-30 02:43:01,,,
8001601|만인산공원|14070|만인산공원|3011165200|만인산공원|0602|2019-12-30 02:43:01,,,
8001603|만인산휴양림|14120|만인산휴양림|3011403200|만인산휴양림|0602|2019-12-30 02:43:01,,,
8001605|매노동|33780|매노동|3001165600|매노동|0602|2019-12-30 02:43:01,,,
8001607|금고동매립장|44910|금고동매립장|3051165800|금고동매립장|0602|2019-12-30 02:43:01,,,
8001609|면허시험장|13530|면허시험장|3011166000|면허시험장|0602|2019-12-30 02:43:01,,,
8001611|명석고등학교|51630|명석고등학교|3001166200|명석고등학교|0602|2019-12-30 02:43:01,,,
8001613|모래재|13240|모래재|3011166400|모래재|0602|2019-12-30 02:43:01,,,
8001615|모랭이|23080|모랭이|3021166600|모랭이|0602|2019-12-30 02:43:01,,,
8001617|용운도서관|11060|용운도서관|3011166800|용운도서관|0602|2019-12-30 02:43:01,,,
8001619|모리아파트|11080|모리아파트|3011251600|모리아파트|0602|2019-12-30 02:43:01,,,
8001621|모세골|34560|모세골|3001167000|모세골|0602|2019-12-30 02:43:01,,,
8001623|목달동|22870|목달동|3021167200|목달동|0602|2019-12-30 02:43:01,,,
8001624|목동네거리|20410|목동네거리|3021167300|목동네거리|0602|2019-12-30 02:43:01,,,
8001626|목동네거리|20500|목동네거리|3021167500|목동네거리|0602|2019-12-30 02:43:01,,,
8001628|목련아파트|32470|목련아파트|3001167600|목련아파트|0602|2019-12-30 02:43:01,,,
8001630|태평중학교|21560|태평중학교|3021167800|태평중학교|0602|2019-12-30 02:43:01,,,
8001632|목상동주민센터|51750|목상동주민센터|3061168000|목상동주민센터|0602|2019-12-30 02:43:01,,,
8001634|석봉네거리|51670|석봉네거리|3061168200|석봉네거리|0602|2019-12-30 02:43:01,,,
8001636|목양마을아파트후문|20320|목양마을아파트후문|3011803100|목양마을아파트후문|0602|2019-12-30 02:43:01,,,
8002417|KT유성지사|42030|KT유성지사||KT유성지사|0602|2019-12-30 02:43:01,,,
9001224|기성농협|33700|기성농협|3001127900|기성농협|0602|2019-12-30 02:43:01,,,
8001642|목원대학교|33230|목원대학교|3001169000|목원대학교|0602|2019-12-30 02:43:01,,,
8001644|목원대학교입구|46540|목원대학교입구|3001401600|목원대학교입구|0602|2019-12-30 02:43:01,,,
8001646|목운주택입구|30180|목운주택입구|3001168400|목운주택입구|0602|2019-12-30 02:43:01,,,
8001648|목화아파트|30060|목화아파트|3051169300|목화아파트|0602|2019-12-30 02:43:01,,,
8001650|무역전시관|43260|무역전시관|3051235200|무역전시관|0602|2019-12-30 02:43:01,,,
8001652|무지개아파트|32930|무지개아파트|3001170000|무지개아파트|0602|2019-12-30 02:43:01,,,
8001654|문성초등학교입구|22390|문성초등학교입구|3001170200|문성초등학교입구|0602|2019-12-30 02:43:01,,,
8001656|문지삼거리|44050|문지삼거리|3051170500|문지삼거리|0602|2019-12-30 02:43:01,,,
8001658|문지삼거리|44070|문지삼거리|3051170700|문지삼거리|0602|2019-12-30 02:43:01,,,
8001661|문화2동|22030|문화2동|3001171100|문화2동|0602|2019-12-30 02:43:01,,,
8001663|문화동.주공3단지후문|21930|문화동.주공3단지후문|3001171300|문화동.주공3단지후문|0602|2019-12-30 02:43:01,,,
8001665|문화동주공아파트|21890|문화동주공아파트|3001171500|문화동주공아파트|0602|2019-12-30 02:43:01,,,
8001667|문화주공삼거리|21940|문화주공삼거리|3001171700|문화주공삼거리|0602|2019-12-30 02:43:01,,,
8001669|문화초등학교|21830|문화초등학교|3021171900|문화초등학교|0602|2019-12-30 02:43:01,,,
8001671|숯골|52740|숯골|3061172200|숯골|0602|2019-12-30 02:43:01,,,
8001673|바깥아감|13110|바깥아감|3011172400|바깥아감|0602|2019-12-30 02:43:01,,,
8001675|반석2통|43890|반석2통|3051173000|반석2통|0602|2019-12-30 02:43:01,,,
8001677|반석역3번출구|43950|반석역3번출구|3051899000|반석역3번출구|0602|2019-12-30 02:43:01,,,
8001680|반석역|43980|반석역|3051116600|반석역|0602|2019-12-30 02:43:01,,,
8001682|반지리|34620|반지리|3001173500|반지리|0602|2019-12-30 02:43:01,,,
8001684|밤갈미|34100|밤갈미|3001173900|밤갈미|0602|2019-12-30 02:43:01,,,
8001686|방동1통|40950|방동1통|3061174100|방동1통|0602|2019-12-30 02:43:01,,,
8001688|방동1통|40920|방동1통|3061174500|방동1통|0602|2019-12-30 02:43:01,,,
8001690|방동3통|41060|방동3통|3061174800|방동3통|0602|2019-12-30 02:43:01,,,
8001692|방동4통|41090|방동4통|3061175000|방동4통|0602|2019-12-30 02:43:01,,,
8001694|방동5통|41100|방동5통|3061175200|방동5통|0602|2019-12-30 02:43:01,,,
8001696|방동길|40900|방동길|3061174400|방동길|0602|2019-12-30 02:43:01,,,
8001698|방동새운네|41130|방동새운네|3061175400|방동새운네|0602|2019-12-30 02:43:01,,,
8001700|방동저수지|41160|방동저수지|3061175600|방동저수지|0602|2019-12-30 02:43:01,,,
8001702|방동저수지|41140|방동저수지|3061175800|방동저수지|0602|2019-12-30 02:43:01,,,
8001704|유성구보훈회관|41580|유성구보훈회관|3051176000|유성구보훈회관|0602|2019-12-30 02:43:01,,,
8001706|방현동|43480|방현동|3051176600|방현동|0602|2019-12-30 02:43:01,,,
8001708|제일고등학교|30510|제일고등학교|3001176700|제일고등학교|0602|2019-12-30 02:43:01,,,
8001710|동산아파트입구|31850|동산아파트입구|3001176900|동산아파트입구|0602|2019-12-30 02:43:01,,,
8001713|백합네거리|32950|백합네거리|3001178000|백합네거리|0602|2019-12-30 02:43:01,,,
8001715|버드내아파트|21420|버드내아파트|3021178200|버드내아파트|0602|2019-12-30 02:43:01,,,
8001717|버드내아파트|21450|버드내아파트|3021178400|버드내아파트|0602|2019-12-30 02:43:01,,,
8001719|벌말|34550|벌말|3001179200|벌말|0602|2019-12-30 02:43:01,,,
8001721|법동전통시장|51410|법동전통시장|3061179400|법동전통시장|0602|2019-12-30 02:43:01,,,
8001723|법원.검찰청|32480|법원.검찰청|3001179900|법원.검찰청|0602|2019-12-30 02:43:01,,,
8001725|법원.검찰청|32400|법원.검찰청|3001180100|법원.검찰청|0602|2019-12-30 02:43:01,,,
8001727|삼양사중앙연구소|43510|삼양사중앙연구소|3051805800|삼양사중앙연구소|0602|2019-12-30 02:43:01,,,
8001729|벤처타운장영실관|52030|벤처타운장영실관|3021180400|벤처타운장영실관|0602|2019-12-30 02:43:01,,,
9001433|철도차량정비창|53050|철도차량정비창|3061147500|철도차량정비창|0602|2019-12-30 02:43:01,,,
9001641|목원대학교|33230|목원대학교|3001168900|목원대학교|0602|2019-12-30 02:43:01,,,
9001932|서대전여고|30460|서대전여고|3001205000|서대전여고|0602|2019-12-30 02:43:01,,,
9002062|송정소징이|40840|송정소징이|3061217200|송정소징이|0602|2019-12-30 02:43:01,,,
9002090|시청환승지|32360|시청환승지|3021998600|시청환승지|0602|2019-12-30 02:43:01,,,
9002254|옥계동|20980|옥계동|3021240400|옥계동|0602|2019-12-30 02:43:01,,,
9002381|월평주공아파트|32820|월평주공아파트|3001254500|월평주공아파트|0602|2019-12-30 02:43:01,,,
9002937|한빛고교|22660|한빛고교|3021309000|한빛고교|0602|2019-12-30 02:43:01,,,
9003016|효동네거리|10160|효동네거리|3011318300|효동네거리|0602|2019-12-30 02:43:01,,,
9003028|효평삼거리|12940|효평삼거리|3011319400|효평삼거리|0602|2019-12-30 02:43:01,,,
9005122|마전종점|74540|마전종점|3391164500|마전종점|0602|2019-12-30 02:43:01,,,
